name,pID,height,weight,birthYr,firstSeasonID
Ryan Kelly,kellyry01,83,230,1991,2014
Shawn Kemp,kempsh01,82,230,1969,1990
Tim Kempton,kemptti01,82,245,1964,1987
Luke Kennard,kennalu01,77,206,1996,2018
D.J. Kennedy,kennedj01,78,215,1989,2012
Jonathan Kerner,kernejo01,83,245,1974,1999
Steve Kerr,kerrst01,75,175,1965,1989
Jerome Kersey,kerseje01,79,215,1962,1985
Alec Kessler,kesslal01,83,230,1967,1991
Lari Ketner,ketnela01,81,277,1977,2000
Braxton Key,keybr01,80,230,1997,2022
Randolph Keys,keysra01,79,195,1966,1989
Viktor Khryapa,khryavi01,81,210,1982,2005
Michael Kidd-Gilchrist,kiddgmi01,78,232,1993,2013
Jason Kidd,kiddja01,76,205,1973,1995
Stanton Kidd,kiddst01,78,215,1992,2020
Warren Kidd,kiddwa01,81,235,1970,1994
Sean Kilpatrick,kilpase01,76,210,1990,2015
Bo Kimble,kimblbo01,76,190,1966,1991
Stan Kimbrough,kimbrst01,71,153,1966,1990
Albert King,kingal01,78,190,1959,1982
Bernard King,kingbe01,79,205,1956,1978
Chris King,kingch01,80,215,1969,1994
Frankie King,kingfr01,73,185,1972,1996
Gerard King,kingge02,81,230,1972,1999
George King,kingge03,78,225,1994,2019
Jimmy King,kingji02,77,210,1973,1996
Louis King,kinglo02,79,205,1999,2020
Rich King,kingri01,86,260,1969,1992
Stacey King,kingst01,83,230,1967,1990
Tarence Kinsey,kinseta01,78,185,1984,2007
Andrei Kirilenko,kirilan01,81,220,1981,2002
Alex Kirk,kirkal01,84,245,1991,2015
Corey Kispert,kispeco01,79,220,1999,2022
Greg Kite,kitegr01,83,250,1961,1984
Kerry Kittles,kittlke01,77,179,1974,1997
Maxi Kleber,klebima01,82,240,1992,2018
Joe Kleine,kleinjo01,83,255,1962,1986
Linas Kleiza,kleizli01,80,245,1985,2006
Brevin Knight,knighbr01,70,173,1975,1998
Brandin Knight,knighbr02,72,180,1981,2005
Brandon Knight,knighbr03,74,182,1991,2012
Nathan Knight,knighna01,82,253,1997,2021
Negele Knight,knighne01,73,175,1967,1991
Travis Knight,knightr01,84,235,1974,1997
Kevin Knox,knoxke01,79,215,1999,2019
Bart Kofoed,kofoeba01,76,210,1964,1988
Jon Koncak,koncajo01,84,250,1963,1986
John Konchar,konchjo01,77,210,1996,2020
Furkan Korkmaz,korkmfu01,79,202,1997,2018
Frank Kornet,kornefr01,81,225,1967,1990
Luke Kornet,kornelu01,86,250,1995,2018
Yaroslav Korolev,korolya01,81,203,1987,2006
Kyle Korver,korveky01,79,212,1981,2004
Kosta Koufos,koufoko01,84,245,1989,2009
Viacheslav Kravtsov,kravtvi01,84,260,1987,2013
Vit Krejci,krejcvi01,80,195,2000,2022
Nenad Krstić,krstine01,84,240,1983,2005
Larry Krystkowiak,krystla01,81,220,1964,1987
Toni Kukoč,kukocto01,82,192,1968,1994
Arnoldas Kulboka,kulboar01,81,198,1998,2022
Jonathan Kuminga,kuminjo01,80,210,2002,2022
Rodions Kurucs,kurucro01,81,228,1998,2019
Rob Kurz,kurzro01,81,232,1985,2009
Ibo Kutluay,kutluib01,78,200,1974,2005
Kyle Kuzma,kuzmaky01,81,221,1995,2018
Mindaugas Kuzminskas,kuzmimi01,81,215,1989,2017
Ognjen Kuzmić,kuzmiog01,85,251,1990,2014
Skal Labissière,labissk01,82,235,1996,2017
Christian Laettner,laettch01,83,235,1969,1993
Oliver Lafayette,lafayol01,74,190,1984,2010
Raef LaFrentz,lafrera01,83,240,1976,1999
Bill Laimbeer,laimbbi01,83,245,1957,1981
Anthony Lamb,lamban01,78,227,1998,2021
Doron Lamb,lambdo01,76,210,1991,2013
Jeremy Lamb,lambje01,77,180,1992,2013
Maciej Lampe,lampema01,83,275,1985,2004
Sean Lampley,lamplse01,79,227,1979,2003
Jock Landale,landajo01,83,256,1995,2022
Carl Landry,landrca01,81,248,1983,2008
Marcus Landry,landrma01,79,230,1985,2010
Jerome Lane,laneje01,78,230,1966,1989
Andrew Lang,langan01,83,245,1966,1989
Antonio Lang,langan02,80,205,1972,1995
Trajan Langdon,langdtr01,75,197,1976,2000
Keith Langford,langfke01,76,215,1983,2008
Romeo Langford,langfro01,76,216,1999,2020
Dan Langhi,langhda01,83,220,1977,2001
James Lang,langja01,82,285,1983,2007
Nicolás Laprovíttola,laproni01,76,180,1990,2017
Shane Larkin,larkish01,71,175,1992,2014
Rusty LaRue,larueru01,74,210,1973,1998
Stéphane Lasme,lasmest01,80,215,1982,2008
Priest Lauderdale,laudepr01,88,325,1973,1997
Joffrey Lauvergne,lauvejo01,83,220,1991,2015
Zach LaVine,lavinza01,77,200,1995,2015
Acie Law,lawac01,75,195,1985,2008
Gani Lawal,lawalga01,81,234,1988,2011
Jason Lawson,lawsoja01,83,240,1974,1998
Ty Lawson,lawsoty01,71,195,1987,2010
Vic Law,lawvi01,79,200,1995,2020
Jake Layman,laymaja01,80,209,1994,2017
T.J. Leaf,leaftj01,82,222,1997,2018
Jeff Lebo,leboje01,74,180,1966,1990
Eric Leckner,leckner01,83,265,1966,1989
Jalen Lecque,lecquja01,76,185,2000,2020
Ricky Ledo,ledori01,79,195,1992,2014
Courtney Lee,leeco01,77,215,1985,2009
David Lee,leeda02,81,245,1983,2006
Damion Lee,leeda03,77,210,1992,2018
Doug Lee,leedo01,77,200,1964,1992
Kurk Lee,leeku01,75,190,1967,1991
Malcolm Lee,leema01,77,200,1990,2012
Saben Lee,leesa01,74,183,1999,2021
Tim Legler,legleti01,76,200,1966,1990
Walt Lemon Jr.,lemonwa01,75,180,1992,2018
Alex Len,lenal01,84,250,1993,2014
Voshon Lenard,lenarvo01,76,205,1973,1996
Gary Leonard,leonaga01,85,250,1967,1990
Kawhi Leonard,leonaka01,79,225,1991,2012
Meyers Leonard,leoname01,84,260,1992,2013
Jim Les,lesji01,71,165,1963,1989
Travis Leslie,leslitr01,76,205,1990,2012
Clifford Lett,lettcl01,75,170,1965,1990
Jon Leuer,leuerjo01,82,228,1989,2012
Caris LeVert,leverca01,78,205,1994,2017
Fat Lever,leverfa01,75,170,1960,1983
Cliff Levingston,levincl01,80,210,1961,1983
Cedric Lewis,lewisce01,82,235,1969,1996
Kira Lewis Jr.,lewiski01,73,170,2001,2021
Martin Lewis,lewisma01,77,210,1975,1996
Quincy Lewis,lewisqu01,79,215,1977,2000
Ralph Lewis,lewisra01,78,200,1963,1988
Rashard Lewis,lewisra02,82,215,1979,1999
Reggie Lewis,lewisre01,79,195,1965,1988
Scottie Lewis,lewissc01,77,189,2000,2022
Marcus Liberty,liberma01,80,205,1968,1991
Todd Lichti,lichtto01,76,205,1967,1990
DeAndre Liggins,liggide01,78,209,1988,2012
Damian Lillard,lillada01,74,195,1990,2013
Jeremy Lin,linje01,75,200,1988,2011
Alton Lister,listeal01,84,240,1958,1982
Nassir Little,littlna01,77,220,2000,2020
Isaiah Livers,liveris01,79,230,1998,2022
Randy Livingston,livinra01,76,209,1975,1997
Shaun Livingston,livinsh01,79,192,1985,2005
Horacio Llamas,llamaho01,83,285,1973,1997
Lewis Lloyd,lloydle01,78,205,1959,1982
Ian Lockhart,lockhia01,80,240,1967,1991
Zach Lofton,loftoza01,76,180,1992,2019
Brad Lohaus,lohaubr01,83,230,1964,1988
Art Long,longar01,81,250,1972,2001
Grant Long,longgr01,80,225,1966,1989
John Long,longjo01,77,195,1956,1979
Luc Longley,longllu01,86,265,1969,1992
Shawn Long,longsh01,81,255,1993,2017
Kevon Looney,looneke01,81,222,1996,2016
Brook Lopez,lopezbr01,84,282,1988,2009
Felipe López,lopezfe01,77,199,1974,1999
Raül López,lopezra01,73,170,1980,2004
Robin Lopez,lopezro01,84,281,1988,2009
Ryan Lorthridge,lorthry01,76,190,1972,1995
Didi Louzada,louzama01,77,188,1999,2021
Kevin Love,loveke01,80,251,1988,2009
Sidney Lowe,lowesi01,72,195,1960,1984
Kyle Lowry,lowryky01,72,196,1986,2007
Jordan Loyd,loydjo01,76,210,1993,2019
John Lucas,lucasjo01,75,175,1953,1977
John Lucas III,lucasjo02,71,166,1982,2006
Kalin Lucas,lucaska01,73,195,1989,2015
Tyronn Lue,luety01,72,175,1977,1999
Timothé Luwawu-Cabarrot,luwawti01,79,220,1995,2017
Tyler Lydon,lydonty01,82,225,1996,2018
Trey Lyles,lylestr01,81,234,1995,2016
George Lynch,lynchge01,80,218,1970,1994
Kevin Lynch,lynchke01,77,195,1968,1992
Todd MacCulloch,maccuto01,84,280,1976,2000
Scott Machado,machasc01,73,205,1990,2013
Arvydas Macijauskas,macijar01,76,214,1980,2006
Malcolm Mackey,mackema01,81,248,1970,1994
Vernon Macklin,macklve01,82,227,1986,2012
Sam Mack,macksa01,79,220,1970,1993
Shelvin Mack,macksh01,75,203,1990,2012
Don MacLean,macledo01,82,235,1970,1993
Daryl Macon,maconda01,74,185,1995,2019
Mark Macon,maconma01,77,185,1969,1992
J.P. Macura,macurjp01,77,203,1995,2019
Tito Maddox,maddoti01,76,190,1981,2003
Gerald Madkins,madkige01,76,200,1969,1994
Mark Madsen,madsema01,81,240,1976,2001
Josh Magette,magetjo01,73,160,1989,2018
Corey Maggette,maggeco01,78,218,1979,2000
Jamaal Magloire,magloja01,83,259,1978,2001
Will Magnay,magnawi01,82,234,1998,2021
Ian Mahinmi,mahinia01,83,262,1986,2008
Rick Mahorn,mahorri01,82,240,1958,1981
Dan Majerle,majerda01,78,215,1965,1989
Renaldo Major,majorre01,79,200,1982,2007
Thon Maker,makerth01,84,221,1997,2017
Théo Maledon,maledth01,76,175,2001,2021
Jeff Malone,malonje01,76,205,1961,1984
Karl Malone,malonka01,81,250,1963,1986
Matt Maloney,malonma01,75,192,1971,1997
Moses Malone,malonmo01,82,215,1955,1975
Sandro Mamukelashvili,mamuksa01,83,240,1999,2022
Karim Mané,maneka01,75,190,2000,2021
Danny Manning,mannida01,82,230,1966,1989
Nico Mannion,mannini01,74,190,2001,2021
Rich Manning,manniri01,83,253,1970,1996
Terance Mann,mannte01,77,215,1996,2020
Tre Mann,manntr01,75,178,2001,2022
Devyn Marble,marblde01,78,200,1992,2015
Roy Marble,marblro01,78,190,1966,1990
Stephon Marbury,marbust01,74,180,1977,1997
Šarūnas Marčiulionis,marcisa01,77,200,1964,1990
Shawn Marion,mariosh01,79,220,1978,2000
Boban Marjanović,marjabo01,87,290,1988,2016
Lauri Markkanen,markkla01,84,240,1997,2018
Damir Markota,markoda01,82,225,1985,2007
Sean Marks,marksse01,82,250,1975,1999
Donyell Marshall,marshdo01,81,218,1973,1995
Donny Marshall,marshdo02,79,230,1972,1996
Kendall Marshall,marshke01,76,200,1991,2013
Naji Marshall,marshna01,79,220,1998,2021
Rawle Marshall,marshra01,81,190,1982,2006
Bob Martin,martibo01,84,250,1969,1994
Cartier Martin,martica01,79,220,1984,2009
Caleb Martin,martica02,77,205,1995,2020
Cody Martin,martico01,77,205,1995,2020
Cuonzo Martin,marticu01,77,213,1971,1996
Darrick Martin,martida01,71,170,1971,1995
Jarell Martin,martija01,82,239,1994,2016
Jeff Martin,martije01,77,195,1967,1990
Jeremiah Martin,martije02,75,185,1996,2020
Kenyon Martin,martike01,81,234,1977,2001
Kevin Martin,martike02,79,199,1983,2005
Kelan Martin,martike03,77,230,1995,2020
Kenyon Martin Jr.,martike04,78,215,2001,2021
Jamal Mashburn,mashbja01,80,240,1972,1994
Anthony Mason,masonan01,79,250,1966,1990
Desmond Mason,masonde01,79,224,1977,2001
Frank Mason III,masonfr01,71,190,1994,2018
Roger Mason,masonro01,77,200,1980,2003
Tony Massenburg,masseto01,81,220,1967,1991
Yante Maten,matenya01,80,240,1996,2019
Garrison Mathews,mathega01,77,215,1996,2020
Dakota Mathias,mathida01,76,200,1995,2021
Mangok Mathiang,mathima01,82,230,1992,2018
Wes Matthews,matthwe01,73,170,1959,1981
Wesley Matthews,matthwe02,76,220,1986,2010
Marlon Maxey,maxeyma01,80,250,1969,1993
Tyrese Maxey,maxeyty01,74,200,2000,2021
Jason Maxiell,maxieja01,79,260,1983,2006
Vernon Maxwell,maxweve01,76,180,1965,1989
Lee Mayberry,maybele01,73,172,1970,1993
Tharon Mayes,mayesth01,75,175,1968,1992
Eric Maynor,maynoer01,75,175,1987,2010
O.J. Mayo,mayooj01,77,210,1987,2009
Sean May,mayse01,81,266,1984,2006
Skylar Mays,mayssk01,76,205,1997,2021
Travis Mays,maystr01,74,190,1968,1991
Luc Mbah a Moute,mbahalu01,80,230,1986,2009
D.J. Mbenga,mbengdj01,84,245,1980,2005
James Michael McAdoo,mcadoja01,81,230,1993,2015
Miles McBride,mcbrimi01,74,200,2000,2022
Ray McCallum,mccalra01,75,190,1991,2014
Tahjere McCall,mccalta01,77,195,1994,2019
Bob McCann,mccanbo01,78,244,1964,1990
Mel McCants,mccanme01,80,240,1967,1990
Rashad McCants,mccanra01,76,207,1984,2006
Kelly McCarty,mccarke01,79,200,1975,1999
Walter McCarty,mccarwa01,82,230,1974,1997
Amal McCaskill,mccasam01,83,235,1973,1997
Patrick McCaw,mccawpa01,79,181,1995,2017
Sheldon Mac,mcclesh01,77,200,1992,2017
Dan McClintock,mcclida01,84,270,1977,2001
George McCloud,mccloge01,78,205,1967,1990
Mac McClung,mccluma01,74,185,1999,2022
CJ McCollum,mccolcj01,75,190,1991,2014
T.J. McConnell,mccontj01,73,190,1992,2016
Tim McCormick,mccorti01,83,240,1962,1985
Jelani McCoy,mccoyje01,82,245,1977,1999
Chris McCray,mccrach01,77,192,1984,2007
Rodney McCray,mccraro01,79,220,1961,1984
Erik McCree,mccreer01,79,219,1993,2018
Chris McCullough,mcculch01,83,200,1995,2016
Clint McDaniel,mcdancl01,76,180,1972,1996
Jalen McDaniels,mcdanja01,81,205,1998,2020
Jaden McDaniels,mcdanja02,81,185,2000,2021
K.J. McDaniels,mcdankj01,78,205,1993,2015
Xavier McDaniel,mcdanxa01,79,205,1963,1986
Doug McDermott,mcderdo01,79,225,1992,2015
Sean McDermott,mcderse01,78,195,1996,2021
Michael McDonald,mcdonmi01,82,232,1969,1998
Antonio McDyess,mcdyean01,81,220,1974,1996
Ivan McFarlin,mcfariv01,80,240,1982,2007
Mitch McGary,mcgarmi01,82,255,1992,2015
JaVale McGee,mcgeeja01,84,270,1988,2009
Mike McGee,mcgeemi01,77,190,1959,1982
Tracy McGrady,mcgratr01,80,210,1979,1998
Cameron McGriff,mcgrica01,79,230,1997,2022
Rodney McGruder,mcgruro01,76,205,1991,2017
Dominic McGuire,mcguido01,81,220,1985,2008
Kevin McHale,mchalke01,82,210,1957,1981
Jim McIlvaine,mcilvji01,85,240,1972,1995
Jeff McInnis,mcinnje01,76,190,1974,1997
Derrick McKey,mckeyde01,81,205,1966,1988
Aaron McKie,mckieaa01,77,209,1972,1995
Alfonzo McKinnie,mckinal01,79,215,1992,2018
Carlton McKinney,mckinca01,76,190,1964,1990
Trey McKinney-Jones,mckintr01,77,214,1990,2018
JaQuori McLaughlin,mclauja01,76,190,1998,2022
Jordan McLaughlin,mclaujo01,71,185,1996,2020
Ben McLemore,mclembe01,75,195,1993,2014
Keith McLeod,mcleoke01,74,188,1979,2004
Roshown McLeod,mcleoro01,80,221,1975,1999
Nate McMillan,mcmilna01,77,195,1964,1987
Mark McNamara,mcnamma01,83,235,1959,1983
Jerel McNeal,mcneaje01,75,200,1987,2015
Paul McPherson,mcphepa01,76,210,1978,2001
Jordan McRae,mcraejo01,77,179,1991,2016
Josh McRoberts,mcrobjo01,82,240,1987,2008
Stanislav Medvedenko,medvest01,82,250,1979,2001
Darnell Mee,meeda01,77,175,1971,1994
Jodie Meeks,meeksjo01,76,210,1987,2010
Scott Meents,meentsc01,82,225,1964,1990
Salah Mejri,mejrisa01,86,235,1986,2016
Gal Mekel,mekelga01,75,191,1988,2014
Nicolò Melli,mellini01,81,236,1991,2020
Fab Melo,melofa01,84,255,1990,2013
De'Anthony Melton,meltode01,74,200,1998,2019
Pops Mensah-Bonsu,mensapo01,81,240,1983,2007
Ron Mercer,mercero01,79,210,1976,1998
Sam Merrill,merrisa01,76,205,1996,2021
Chimezie Metu,metuch01,81,225,1997,2019
Loren Meyer,meyerlo01,82,257,1972,1996
Jordan Mickey,mickejo01,80,235,1994,2016
Khris Middleton,middlkh01,79,222,1991,2013
Chris Mihm,mihmch01,84,265,1979,2001
Eric Mika,mikaer01,82,230,1995,2020
Aaron Miles,milesaa01,73,175,1983,2006
C.J. Miles,milescj01,78,220,1987,2006
Darius Miles,milesda01,81,210,1981,2001
Darko Miličić,milicda01,84,250,1985,2004
Marko Milič,milicma01,78,235,1977,1998
Anthony Miller,millean01,81,225,1971,1995
Andre Miller,millean02,75,200,1976,2000
Brad Miller,millebr01,83,244,1976,1999
Darius Miller,milleda01,78,225,1990,2013
Malcolm Miller,millema01,79,210,1993,2018
Mike Miller,millemi01,80,218,1980,2001
Oliver Miller,milleol01,81,280,1970,1993
Quincy Miller,millequ01,81,210,1992,2013
Reggie Miller,millere01,79,185,1965,1988
Chris Mills,millsch01,78,215,1970,1994
Elijah Millsap,millsel01,78,225,1987,2015
Paul Millsap,millspa01,79,257,1985,2007
Patty Mills,millspa02,73,180,1988,2010
Terry Mills,millste01,82,230,1967,1991
Shake Milton,miltosh01,77,205,1996,2019
Harold Miner,minerha01,77,210,1971,1993
Yao Ming,mingya01,90,310,1980,2003
Greg Minor,minorgr01,78,210,1971,1995
Nikola Mirotić,mirotni01,82,250,1991,2015
Jason Miskiri,miskija01,74,175,1975,2000
Davion Mitchell,mitchda01,74,205,1998,2022
Donovan Mitchell,mitchdo01,73,215,1996,2018
Sam Mitchell,mitchsa01,78,210,1963,1990
Tony Mitchell,mitchto02,80,235,1992,2014
Tony Mitchell,mitchto03,78,216,1989,2014
Naz Mitrou-Long,mitrona01,75,218,1993,2018
Cuttino Mobley,moblecu01,76,190,1975,1999
Eric Mobley,mobleer01,83,235,1970,1995
Evan Mobley,mobleev01,84,215,2001,2022
Nazr Mohammed,mohamna01,82,221,1977,1999
Jérôme Moïso,moisoje01,82,235,1978,2001
Paul Mokeski,mokespa01,84,250,1957,1980
Adam Mokoka,mokokad01,76,190,1998,2020
Sidney Moncrief,moncrsi01,75,180,1957,1980
Sergei Monia,moniase01,80,220,1983,2006
Malik Monk,monkma01,75,200,1998,2018
Greg Monroe,monrogr01,83,265,1990,2011
Rodney Monroe,monroro01,75,185,1968,1992
Luis Montero,montelu01,79,185,1993,2016
Eric Montross,montrer01,84,270,1971,1995
Moses Moody,moodymo01,78,205,2002,2022
Matt Mooney,moonema01,75,199,1997,2020
Jamario Moon,moonja01,80,205,1980,2008
Xavier Moon,moonxa01,74,165,1995,2022
Ben Moore,moorebe01,80,220,1995,2018
E'Twaun Moore,mooreet01,75,191,1989,2012
Johnny Moore,moorejo01,73,175,1958,1981
Mikki Moore,mooremi01,83,225,1975,1999
Tracy Moore,mooretr01,76,200,1965,1992
Ja Morant,moranja01,75,174,1999,2020
Eric Moreland,moreler01,82,238,1991,2015
Juwan Morgan,morgaju01,79,232,1997,2020
Darren Morningstar,mornida01,82,235,1969,1994
Adam Morrison,morriad01,80,205,1984,2007
Chris Morris,morrich01,80,210,1966,1989
Darius Morris,morrida01,76,190,1991,2012
Isaiah Morris,morriis01,80,229,1969,1993
Jaylen Morris,morrija01,77,185,1995,2018
Markieff Morris,morrima02,81,245,1989,2012
Marcus Morris,morrima03,80,218,1989,2012
Mike Morrison,morrimi01,76,195,1967,1990
Monte Morris,morrimo01,74,183,1995,2018
Randolph Morris,morrira01,82,266,1986,2007
Terence Morris,morrite01,81,221,1979,2002
Anthony Morrow,morroan01,77,210,1985,2009
Dwayne Morton,mortodw01,79,195,1971,1995
John Morton,mortojo01,75,180,1967,1990
Lawrence Moten,motenla01,77,185,1972,1996
Donatas Motiejūnas,motiedo01,84,222,1990,2013
Johnathan Motley,motlejo01,80,230,1995,2018
Hanno Möttölä,mottoha01,83,247,1976,2001
Arnett Moultrie,moultar01,83,249,1990,2013
Alonzo Mourning,mournal01,82,240,1970,1993
Timofey Mozgov,mozgoti01,85,275,1986,2011
Emmanuel Mudiay,mudiaem01,75,200,1996,2016
Shabazz Muhammad,muhamsh01,78,223,1992,2014
Mychal Mulder,muldemy01,75,184,1994,2020
Byron Mullens,mulleby01,84,275,1989,2010
Chris Mullin,mullich01,78,200,1963,1986
Todd Mundt,mundtto01,84,250,1970,1996
Xavier Munford,munfoxa02,74,180,1992,2016
Chris Munk,munkch01,81,225,1967,1991
Eric Murdock,murdoer01,73,190,1968,1992
Gheorghe Mureșan,muresgh01,91,303,1971,1994
Ade Murkey,murkead01,77,200,1998,2022
Erik Murphy,murpher01,82,230,1990,2014
Kevin Murphy,murphke01,77,185,1990,2013
Tod Murphy,murphto01,81,220,1963,1988
Troy Murphy,murphtr01,83,245,1980,2002
Trey Murphy III,murphtr02,81,206,2000,2022
Dejounte Murray,murrade01,76,180,1996,2017
Jamal Murray,murraja01,75,215,1997,2017
Lamond Murray,murrala01,79,236,1973,1995
Ronald Murray,murraro01,76,190,1979,2003
Tracy Murray,murratr01,79,225,1971,1993
Toure' Murry,murryto01,77,195,1989,2014
Džanan Musa,musadz01,81,217,1999,2019
Mike Muscala,muscami01,82,240,1991,2014
Jerrod Mustaf,mustaje01,82,238,1969,1991
Dikembe Mutombo,mutomdi01,86,245,1966,1992
Martin Müürsepp,muursma01,81,235,1974,1997
Pete Myers,myerspe01,78,180,1963,1987
Svi Mykhailiuk,mykhasv01,79,205,1997,2019
Boštjan Nachbar,nachbbo01,81,221,1980,2003
Abdel Nader,naderab01,77,225,1993,2018
Lee Nailon,nailole01,81,238,1975,2001
Eduardo Nájera,najered01,80,240,1976,2001
Larry Nance,nancela01,82,205,1959,1982
Larry Nance Jr.,nancela02,79,245,1993,2016
Shabazz Napier,napiesh01,72,175,1991,2015
Steve Nash,nashst01,75,195,1974,1997
Howard Nathan,nathaho01,71,175,1972,1996
Calvin Natt,nattca01,78,220,1957,1980
Juan Carlos Navarro,navarju01,75,170,1980,2008
Hamady N'Diaye,ndiayha01,84,235,1987,2011
Makhtar N'Diaye,ndiayma01,80,245,1973,1999
Mamadou N'Diaye,ndiayma02,84,255,1975,2001
Boniface N'Dong,ndongbo01,84,198,1977,2006
Maurice Ndour,ndourma01,81,200,1992,2017
Craig Neal,nealcr01,77,165,1964,1989
Gary Neal,nealga01,76,210,1984,2011
Ed Nealy,nealyed01,79,238,1960,1983
Nemanja Nedović,nedovne01,75,192,1991,2014
DeMarcus Nelson,nelsode01,76,200,1985,2009
Jameer Nelson,nelsoja01,72,190,1982,2005
RJ Nembhard Jr.,nembhrj01,77,200,1999,2022
Ruben Nembhard,nembhru01,75,208,1972,1997
Tyrone Nesby,nesbyty01,78,225,1976,1999
Aaron Nesmith,nesmiaa01,77,215,1999,2021
Rasho Nesterović,nestera01,84,248,1976,1999
Raul Neto,netora01,73,180,1992,2016
Chuck Nevitt,nevitch01,89,217,1959,1983
Melvin Newbern,newbeme01,76,200,1967,1993
Ivano Newbill,newbiiv01,81,245,1970,1995
Ira Newble,newblir01,79,220,1975,2001
Johnny Newman,newmajo01,79,190,1963,1987
Malik Newman,newmama01,75,190,1997,2020
Georges Niang,niangge01,79,230,1993,2017
Andrew Nicholson,nichoan01,81,250,1989,2013
Demetris Nichols,nichode01,80,216,1984,2008
Gaylon Nickerson,nickega01,75,190,1969,1997
Kurt Nimphius,nimphku01,82,218,1958,1982
Daishen Nix,nixda01,77,224,2002,2022
Dyron Nix,nixdy01,79,210,1967,1990
Zeke Nnaji,nnajize01,81,240,2001,2021
Joakim Noah,noahjo01,83,230,1985,2008
Andrés Nocioni,nocioan01,79,225,1979,2005
David Noel,noelda01,78,230,1984,2007
Nerlens Noel,noelne01,83,220,1994,2015
Lucas Nogueira,noguelu01,84,241,1992,2015
Jeff Nordgaard,nordgje01,79,225,1973,1998
Ken Norman,normake01,80,215,1964,1988
Moochie Norris,norrimo01,73,175,1973,1997
Zach Norvell,norveza01,77,206,1997,2020
Steve Novak,novakst01,82,225,1983,2007
Jaylen Nowell,nowelja01,76,201,1999,2020
Dirk Nowitzki,nowitdi01,84,245,1978,1999
Frank Ntilikina,ntilila01,76,200,1998,2018
James Nunnally,nunnaja01,79,208,1990,2014
Kendrick Nunn,nunnke01,74,190,1995,2020
Jusuf Nurkić,nurkiju01,83,290,1994,2015
David Nwaba,nwabada01,77,219,1993,2017
Jordan Nwora,nworajo01,80,225,1998,2021
Julius Nwosu,nwosuju01,82,255,1971,1995
Charles Oakley,oaklech01,80,225,1963,1986
Charles O'Bannon,obannch01,77,209,1975,1998
Ed O'Bannon,obanned01,80,222,1972,1996
Fabricio Oberto,obertfa01,82,245,1975,2006
J.J. O'Brien,obriejj01,79,228,1992,2016
Johnny O'Bryant,obryajo01,81,257,1993,2015
Patrick O'Bryant,obryapa01,84,260,1986,2007
Daniel Ochefu,ochefda01,83,245,1993,2017
Greg Oden,odengr01,84,250,1988,2009
Lamar Odom,odomla01,82,220,1979,2000
Alan Ogg,oggal01,86,240,1967,1991
Tim Ohlbrecht,ohlbrti01,83,255,1988,2013
Semi Ojeleye,ojelese01,78,240,1994,2018
Emeka Okafor,okafoem01,82,252,1982,2005
Jahlil Okafor,okafoja01,82,270,1995,2016
Chuma Okeke,okekech01,78,229,1998,2021
Elie Okobo,okoboel01,75,190,1997,2019
Josh Okogie,okogijo01,76,213,1998,2019
Onyeka Okongwu,okongon01,80,235,2000,2021
Isaac Okoro,okorois01,77,225,2001,2021
KZ Okpala,okpalkz01,80,215,1999,2020
Mehmet Okur,okurme01,83,249,1979,2003
Victor Oladipo,oladivi01,76,213,1992,2014
Hakeem Olajuwon,olajuha01,84,255,1963,1985
Jawann Oldham,oldhaja01,84,215,1957,1981
Brian Oliver,olivebr01,76,210,1968,1991
Cameron Oliver,oliveca01,80,239,1996,2021
Dean Oliver,olivede01,71,180,1978,2002
Jimmy Oliver,oliveji01,77,205,1969,1992
Kevin Ollie,ollieke01,76,195,1972,1998
Michael Olowokandi,olowomi01,84,269,1975,1999
Kelly Olynyk,olynyke01,83,240,1991,2014
Eugene Omoruyi,omorueu01,79,244,1997,2022
Jermaine O'Neal,onealje01,83,226,1978,1997
Royce O'Neale,onealro01,76,226,1993,2018
Shaquille O'Neal,onealsh01,85,325,1972,1993
Miye Oni,onimi01,77,206,1997,2020
Arinze Onuaku,onuakar01,81,255,1987,2014
Chinanu Onuaku,onuakch01,82,245,1996,2017
Kyle O'Quinn,oquinky01,81,250,1990,2013
José Ortiz,ortizjo01,82,225,1963,1989
Daniel Orton,ortonda01,82,255,1990,2012
Cedi Osman,osmande01,79,230,1995,2018
Greg Ostertag,ostergr01,86,280,1973,1996
Dan O'Sullivan,osullda01,82,250,1968,1991
Matt Othick,othicma01,74,165,1969,1993
Daniel Oturu,oturuda01,80,240,1999,2021
Kelly Oubre Jr.,oubreke01,79,203,1995,2016
Bo Outlaw,outlabo01,80,210,1971,1994
Travis Outlaw,outlatr01,81,210,1984,2004
Doug Overton,overtdo01,75,190,1969,1993
Andre Owens,owensan01,76,200,1980,2006
Billy Owens,owensbi01,80,220,1969,1992
Chris Owens,owensch01,79,245,1979,2003
Keith Owens,owenske01,79,225,1969,1992
Larry Owens,owensla01,79,210,1983,2011
Tariq Owens,owensta01,82,205,1995,2020
Ray Owes,owesra01,81,224,1972,1997
Olumide Oyedeji,oyedeol01,82,240,1981,2001
Zaza Pachulia,pachuza01,83,270,1984,2004
Robert Pack,packro01,74,180,1969,1992
Gerald Paddio,paddige01,79,205,1965,1991
Scott Padgett,padgesc01,81,240,1976,2000
Jaysean Paige,paigeja01,75,205,1994,2022
Marcus Paige,paigema01,73,175,1993,2018
